This Pfam domain was detected only during IHH-specific iterations? 0 = No, 1 = Yes	Pfam AC	Pfam ID, description	Protein AC	Protein length	Start hit coordinate on protein, aa	End hit coordinate on protein, aa	P_IHH	P_protein	P_domain	Virus genome	The most senior rank to which virus is classified	The 2nd most senior rank to which virus is classified	Virus taxonomy	target length	target Neff	query length #1	probability #1	pvalue #1	score #1	SS score #1	query coordinates #1	target coordinates #1	query length #2	probability #2	pvalue #2	score #2	SS score #2	query coordinates #2	target coordinates #2	Probab2
0	PF14314.5	Methyltrans_Mon, Virus-capping methyltransferase	YP_009094045.1	2040	1676	1854	95.6	92.5	95.5	minus_ssRNA	Mononegavirales	Pneumoviridae	Viruses, ssRNA viruses, ssRNA negative-strand viruses, Mononegavirales, Pneumoviridae, Pneumovirus, unclassified Pneumovirus, Canine pneumovirus	691	8.3	2040	92.5	3.7e-06	58.2	5.5	1-2040	296-474	300	95.6	3.9e-07	53.9	5.1	1645-1944	296-474	3	96.5611365854448
0	PF14314.5	Methyltrans_Mon, Virus-capping methyltransferase	YP_173335.1	2040	1676	1854	95.3	93.3	95.8	minus_ssRNA	Mononegavirales	Pneumoviridae	Viruses, ssRNA viruses, ssRNA negative-strand viruses, Mononegavirales, Pneumoviridae, Orthopneumovirus, Pneumonia virus of mice J3666	691	8.3	2040	93.3	2.4e-06	59.6	5.4	1-2040	296-474	696	95.3	5.2e-07	58.5	5.1	1345-2040	296-474	2	95.6571353134933
0	PF14314.5	Methyltrans_Mon, Virus-capping methyltransferase	YP_009177021.1	2085	1347	1717	95.8	94.5	94.7	minus_ssRNA	Mononegavirales	Rhabdoviridae	Viruses, ssRNA viruses, ssRNA negative-strand viruses, Mononegavirales, Rhabdoviridae, Cytorhabdovirus, Alfalfa dwarf virus	691	8.3	2085	94.5	3.2e-07	66.8	1.2	1-2085	4-371	786	95.8	7.8e-08	65.2	1.3	1300-2085	4-372	2	96.09245879032255
0	PF14314.5	Methyltrans_Mon, Virus-capping methyltransferase	YP_009177231.1	2056	1637	1758	95.5	93.4	96.6	minus_ssRNA	Mononegavirales	Rhabdoviridae	Viruses, ssRNA viruses, ssRNA negative-strand viruses, Mononegavirales, Rhabdoviridae, Cytorhabdovirus, Barley yellow striate mosaic cytorhabdovirus	691	8.3	2056	93.4	3.2e-06	58.7	6.5	1-2056	314-440	773	95.5	6.6e-07	58.4	6.5	1284-2056	314-440	2	95.53354732876467
0	PF14314.5	Methyltrans_Mon, Virus-capping methyltransferase	YP_009362280.1	2068	1643	1846	95.5	93.4	95.8	minus_ssRNA	Mononegavirales	Rhabdoviridae	Viruses, ssRNA viruses, ssRNA negative-strand viruses, Mononegavirales, Rhabdoviridae, Cytorhabdovirus, Colocasia bobone disease-associated virus	691	8.3	2068	93.4	7.1e-07	64.0	1.4	1-2068	315-526	780	95.5	1.3e-07	63.6	1.4	1289-2068	315-526	2	95.56679656830731
0	PF14314.5	Methyltrans_Mon, Virus-capping methyltransferase	YP_009302836.1	2077	1693	1888	95.9	94.5	96.7	minus_ssRNA	unclassified	unclassified	Viruses, ssRNA viruses, ssRNA negative-strand viruses, unclassified ssRNA negative-strand viruses, Wenzhou Crab Virus 3	691	8.3	2077	94.5	7e-06	56.0	12.1	1-2077	312-514	822	95.9	2.1e-06	55.1	12.1	1256-2077	312-514	2	96.05329058298047
0	PF14314.5	Methyltrans_Mon, Virus-capping methyltransferase	NP_620099.1	3415	2568	2737	96.2	88.2	95.8	plus_ssRNA	Flaviviridae	Flavivirus	Viruses, ssRNA viruses, ssRNA positive-strand viruses, no DNA stage, Flaviviridae, Flavivirus, tick-borne encephalitis virus group, Powassan virus	691	8.3	3415	88.2	7e-06	58.6	2.8	1-3415	320-513	259	96.2	4.1e-08	59.2	1.3	2506-2764	320-513	2	96.38037261723913
0	PF14314.5	Methyltrans_Mon, Virus-capping methyltransferase	NP_722551.1	3416	2587	2740	97.2	94	96.9	plus_ssRNA	Flaviviridae	Flavivirus	Viruses, ssRNA viruses, ssRNA positive-strand viruses, no DNA stage, Flaviviridae, Flavivirus, tick-borne encephalitis virus group, Alkhumra hemorrhagic fever virus	691	8.3	3416	94.0	9e-07	66.0	3.8	1-3416	312-513	259	97.2	3.4e-09	66.1	1.9	2507-2765	337-515	2	97.35975339684535
0	PF14314.5	Methyltrans_Mon, Virus-capping methyltransferase	NP_872627.1	3425	2592	2750	95.7	85	95	plus_ssRNA	Flaviviridae	Flavivirus	Viruses, ssRNA viruses, ssRNA positive-strand viruses, no DNA stage, Flaviviridae, Flavivirus, Ntaya virus group, Yokose virus	691	8.3	3425	85.0	7.7e-05	49.9	9.3	1-3425	336-518	258	95.7	1.7e-06	48.7	9.3	2514-2771	336-519	2	95.96422211187515
0	PF14314.5	Methyltrans_Mon, Virus-capping methyltransferase	NP_878909.1	3414	2537	2737	97.5	94.8	97.2	plus_ssRNA	Flaviviridae	Flavivirus	Viruses, ssRNA viruses, ssRNA positive-strand viruses, no DNA stage, Flaviviridae, Flavivirus, tick-borne encephalitis virus group, Omsk hemorrhagic fever virus	691	8.3	3414	94.8	4.4e-07	68.6	3.5	1-3414	311-513	259	97.5	1.8e-09	68.0	3.5	2505-2763	312-514	2	97.53712390719325
0	PF14314.5	Methyltrans_Mon, Virus-capping methyltransferase	YP_001040006.1	3424	2655	2747	96.6	91.8	96.5	plus_ssRNA	Flaviviridae	Flavivirus	Viruses, ssRNA viruses, ssRNA positive-strand viruses, no DNA stage, Flaviviridae, Flavivirus, mosquito-borne viruses, Ilheus virus	691	8.3	3424	91.8	1.1e-05	56.8	8.7	1-3424	427-518	260	96.6	2.4e-07	54.3	8.7	2511-2770	427-518	2	96.94210643927656
0	PF14314.5	Methyltrans_Mon, Virus-capping methyltransferase	YP_002790881.1	3419	2589	2745	97.2	94	97	plus_ssRNA	Flaviviridae	Flavivirus	Viruses, ssRNA viruses, ssRNA positive-strand viruses, no DNA stage, Flaviviridae, Flavivirus, Zika virus	691	8.3	3419	94.0	3.4e-06	61.2	8.6	1-3419	336-515	259	97.2	4e-08	59.3	8.6	2509-2767	336-518	2	97.35975339684535
0	PF14314.5	Methyltrans_Mon, Virus-capping methyltransferase	YP_002922020.1	3405	2543	2726	97.4	94.6	97.1	plus_ssRNA	Flaviviridae	Flavivirus	Viruses, ssRNA viruses, ssRNA positive-strand viruses, no DNA stage, Flaviviridae, Flavivirus, Yellow fever virus group, Wesselsbron virus	691	8.3	3405	94.6	1.9e-06	63.3	8.0	1-3405	316-517	258	97.4	1.4e-08	62.1	8.6	2494-2751	309-516	2	97.48071249933133
0	PF14314.5	Methyltrans_Mon, Virus-capping methyltransferase	YP_005454257.1	3435	2663	2756	96.2	87.1	96.1	plus_ssRNA	Flaviviridae	Flavivirus	Viruses, ssRNA viruses, ssRNA positive-strand viruses, no DNA stage, Flaviviridae, Flavivirus, Chaoyang virus	691	8.3	3435	87.1	5.6e-05	51.0	9.6	1-3435	427-517	263	96.2	7.4e-07	51.2	9.5	2518-2780	427-517	2	96.21726208972424
0	PF14314.5	Methyltrans_Mon, Virus-capping methyltransferase	YP_009126871.1	3374	2550	2703	97.3	93.6	97.1	plus_ssRNA	Flaviviridae	Flavivirus	Viruses, ssRNA viruses, ssRNA positive-strand viruses, no DNA stage, Flaviviridae, Flavivirus, Modoc virus group, Jutiapa virus	691	8.3	3374	93.6	5.4e-06	59.4	9.2	1-3374	337-515	260	97.3	2.9e-08	60.2	9.2	2469-2728	337-515	2	97.25377264448164
0	PF14314.5	Methyltrans_Mon, Virus-capping methyltransferase	YP_009126875.1	3413	2581	2738	95.4	88.2	95.8	plus_ssRNA	Flaviviridae	Flavivirus	Viruses, ssRNA viruses, ssRNA positive-strand viruses, no DNA stage, Flaviviridae, Flavivirus, Sokoluk virus	691	8.3	3413	88.2	7.2e-05	50.1	11.3	1-3413	337-519	258	95.4	2.3e-06	47.9	9.2	2502-2759	337-519	2	96.38545827105935
0	PF14314.5	Methyltrans_Mon, Virus-capping methyltransferase	YP_009222008.1	3429	2600	2754	96.8	93.1	96.7	plus_ssRNA	Flaviviridae	Flavivirus	Viruses, ssRNA viruses, ssRNA positive-strand viruses, no DNA stage, Flaviviridae, Flavivirus, Spondweni virus	691	8.3	3429	93.1	9.3e-06	57.5	10.2	1-3429	337-672	259	96.8	1.6e-07	55.4	8.8	2519-2777	337-517	2	97.17381462657276
0	PF14314.5	Methyltrans_Mon, Virus-capping methyltransferase	YP_009344968.1	3393	2561	2715	97.5	94.5	97.3	plus_ssRNA	Flaviviridae	Flavivirus	Viruses, ssRNA viruses, ssRNA positive-strand viruses, no DNA stage, Flaviviridae, Flavivirus, Yellow fever virus group, Uganda S virus	691	8.3	3393	94.5	9.6e-07	65.7	5.2	1-3393	336-517	257	97.5	3.4e-09	66.1	5.2	2483-2739	336-517	2	97.45291345731104
0	PF14314.5	Methyltrans_Mon, Virus-capping methyltransferase	YP_009345019.1	3442	2595	2767	97.5	94.9	97.2	plus_ssRNA	Flaviviridae	Flavivirus	Viruses, ssRNA viruses, ssRNA positive-strand viruses, no DNA stage, Flaviviridae, Flavivirus, Nounane virus	691	8.3	3442	94.9	9e-07	66.0	6.5	1-3442	321-519	261	97.5	6.5e-09	64.4	6.9	2530-2790	322-518	2	97.56071019649387
0	PF14314.5	Methyltrans_Mon, Virus-capping methyltransferase	YP_950478.1	3405	2542	2726	97.1	93	96.8	plus_ssRNA	Flaviviridae	Flavivirus	Viruses, ssRNA viruses, ssRNA positive-strand viruses, no DNA stage, Flaviviridae, Flavivirus, mosquito-borne viruses, Sepik virus	691	8.3	3405	93.0	4.8e-06	59.9	7.6	1-3405	337-517	258	97.1	3.6e-08	59.6	7.6	2494-2751	308-516	2	97.15783581556848
0	PF14314.5	Methyltrans_Mon, Virus-capping methyltransferase	YP_009056848.1	3434	2662	2755	95.9	85.2	95.8	plus_ssRNA	Flaviviridae	unclassified	Viruses, ssRNA viruses, ssRNA positive-strand viruses, no DNA stage, Flaviviridae, Lammi virus	691	8.3	3434	85.2	8.3e-05	49.6	9.7	1-3434	427-516	263	95.9	1.3e-06	49.6	9.5	2517-2779	427-517	2	95.95451698344411
0	PF14314.5	Methyltrans_Mon, Virus-capping methyltransferase	YP_009333615.1	2401	1265	1325	96	89.3	96.2	plus_ssRNA	Togaviridae	Alphavirus	Viruses, ssRNA viruses, ssRNA positive-strand viruses, no DNA stage, Togaviridae, Alphavirus, unclassified Alphavirus, Tai Forest alphavirus	691	8.3	2401	89.3	1.8e-05	53.5	7.0	1-2401	458-520	300	96.0	4.5e-07	53.5	7.0	1182-1481	458-520	3	96.00002259775678
0	PF14314.5	Methyltrans_Mon, Virus-capping methyltransferase	YP_009179217.1	6359	5325	5557	96.4	93.7	97.2	plus_ssRNA	unclassified	unclassified	Viruses, ssRNA viruses, ssRNA positive-strand viruses, no DNA stage, Tacheng tick virus 8	691	8.3	6359	93.7	4e-06	63.7	8.8	1-6359	317-520	1151	96.4	2.5e-07	64.0	8.8	4546-5696	317-520	2	96.37843150137451
0	PF14314.5	Methyltrans_Mon, Virus-capping methyltransferase	YP_009179224.1	8572	7539	7603	96	94.4	91.4	plus_ssRNA	unclassified	unclassified	Viruses, ssRNA viruses, ssRNA positive-strand viruses, no DNA stage, Gamboa mosquito virus	691	8.3	8572	94.4	8.4e-08	80.2	0.0	1-8572	453-519	2173	96.0	4.6e-09	81.8	0.0	5591-7763	453-519	2	95.79852433210003
0	PF14314.5	Methyltrans_Mon, Virus-capping methyltransferase	YP_009336595.1	1949	1337	1744	95.4	93.6	95.6	unclassified	unclassified	unclassified	Viruses, unclassified RNA viruses, Hubei rhabdo-like virus 4	691	8.3	1949	93.6	7.9e-05	47.4	18.0	1-1949	48-443	731	95.4	2.7e-05	46.3	18.0	1219-1949	48-443	2	95.67086173139857
0	PF14314.5	Methyltrans_Mon, Virus-capping methyltransferase	YP_009337089.1	2209	1749	1953	96	95	96.7	unclassified	unclassified	unclassified	Viruses, unclassified RNA viruses, Hubei chuvirus-like virus 3	691	8.3	2209	95.0	4.2e-06	58.1	11.9	1-2209	311-520	922	96.0	1.5e-06	56.8	11.9	1288-2209	311-520	2	96.23880769280335
0	PF14519.5	Macro_2, Macro-like domain	YP_004070193.2	6709	1358	1475	97.4	94	97.4	plus_ssRNA	Nidovirales	Coronaviridae	Viruses, ssRNA viruses, ssRNA positive-strand viruses, no DNA stage, Nidovirales, Coronaviridae, Coronavirinae, Alphacoronavirus, Feline infectious peritonitis virus	273	7.7	6709	94.0	3.2e-07	67.2	-0.1	1-6709	27-204	148	97.4	5.4e-10	60.2	-1.4	1351-1498	65-204	2	97.98596552537148
0	PF14519.5	Macro_2, Macro-like domain	YP_009199240.1	4015	1346	1463	97.8	95	97.5	plus_ssRNA	Nidovirales	Coronaviridae	Viruses, ssRNA viruses, ssRNA positive-strand viruses, no DNA stage, Nidovirales, Coronaviridae, Coronavirinae, Alphacoronavirus, Swine enteric coronavirus	273	7.7	4015	95.0	3.5e-07	64.1	3.3	1-4015	28-204	150	97.8	2.2e-10	62.4	2.0	1338-1487	65-204	2	97.99665998029829
0	PF14519.5	Macro_2, Macro-like domain	YP_006732326.1	1801	1352	1503	95.8	93.7	96.6	plus_ssRNA	Togaviridae	Alphavirus	Viruses, ssRNA viruses, ssRNA positive-strand viruses, no DNA stage, Togaviridae, Alphavirus, Eilat virus	273	7.7	1801	93.7	2.4e-06	53.6	5.6	1-1801	26-240	620	95.8	3.9e-07	53.1	5.6	1182-1801	26-240	2	95.88288671784302
0	PF14519.5	Macro_2, Macro-like domain	YP_008901141.1	2415	1352	1503	95.4	92.9	96.6	plus_ssRNA	Togaviridae	Alphavirus	Viruses, ssRNA viruses, ssRNA positive-strand viruses, no DNA stage, Togaviridae, Alphavirus, Eilat virus	273	7.7	2415	92.9	3.6e-06	53.7	5.6	1-2415	26-240	778	95.4	5.9e-07	53.3	5.6	1182-1959	26-240	2	95.5521110324266
0	PF14519.5	Macro_2, Macro-like domain	YP_009333615.1	2401	1352	1503	95.5	86.6	95.2	plus_ssRNA	Togaviridae	Alphavirus	Viruses, ssRNA viruses, ssRNA positive-strand viruses, no DNA stage, Togaviridae, Alphavirus, unclassified Alphavirus, Tai Forest alphavirus	273	7.7	2401	86.6	3.1e-05	46.9	6.2	1-2401	27-240	300	95.5	9.1e-07	46.6	6.2	1332-1631	26-240	4	95.53889572912723
0	PF14519.5	Macro_2, Macro-like domain	YP_009342047.1	2193	267	380	95.3	87.8	95.2	unclassified	unclassified	unclassified	Viruses, unclassified RNA viruses, Wuhan coneheads virus 2	273	7.7	2193	87.8	2.2e-05	47.5	5.9	1-2193	65-202	300	95.3	9.8e-07	46.4	5.9	173-472	65-202	3	95.62491557564286
0	PF14519.5	Macro_2, Macro-like domain	YP_009344970.1	7421	2607	2762	96.7	94.4	97.5	unclassified	unclassified	unclassified	Viruses, unclassified RNA viruses, Xinzhou toro-like virus	273	7.7	7421	94.4	8.3e-07	64.4	4.2	1-7421	29-239	1237	96.7	3.8e-08	64.3	4.2	2139-3375	29-239	2	96.68954319151467
0	PF14709.6	DND1_DSRM, double strand RNA binding domain from DEAD END PROTEIN 1	YP_003934933.1	1480	220	287	95.8	89.9	95.9	dsRNA viruses	Totiviridae	unclassified	Viruses, dsRNA viruses, Totiviridae, Armigeres subalbatus virus SaX06-AK20	76	11.5	1480	89.9	2.6e-05	32.1	5.8	1-1480	2-74	300	95.8	1.2e-06	32.2	5.8	85-384	2-74	3	95.7127213305485
0	PF14709.6	DND1_DSRM, double strand RNA binding domain from DEAD END PROTEIN 1	YP_009336519.1	3470	2501	2572	95.6	91.1	96.9	unclassified	unclassified	unclassified	Viruses, unclassified RNA viruses, Hubei picorna-like virus 54	76	11.5	3470	91.1	1.9e-06	41.8	0.8	1-3470	2-74	1073	95.6	1.1e-07	43.1	0.8	2398-3470	2-75	2	95.05650221475679
0	PF14709.6	DND1_DSRM, double strand RNA binding domain from DEAD END PROTEIN 1	YP_009336543.1	2565	2096	2153	95.2	89.7	96.4	unclassified	unclassified	unclassified	Viruses, unclassified RNA viruses, Hubei picorna-like virus 56	76	11.5	2565	89.7	1.7e-05	35.2	5.0	1-2565	1-67	556	95.2	1.3e-06	34.6	5.0	2010-2565	2-67	2	95.4150668657387
0	PF14709.6	DND1_DSRM, double strand RNA binding domain from DEAD END PROTEIN 1	YP_009336630.1	2578	2111	2166	96	92.1	96.9	unclassified	unclassified	unclassified	Viruses, unclassified RNA viruses, Changjiang crawfish virus 6	76	11.5	2578	92.1	2.6e-06	39.8	2.5	1-2578	2-65	559	96.0	1.4e-07	39.3	2.5	2020-2578	2-65	2	96.09729935435192
0	PF14709.6	DND1_DSRM, double strand RNA binding domain from DEAD END PROTEIN 1	YP_009337399.1	2631	2330	2393	95.7	90.9	96.9	unclassified	unclassified	unclassified	Viruses, unclassified RNA viruses, Wenzhou picorna-like virus 47	76	11.5	2631	90.9	8.5e-06	37.0	4.3	1-2631	2-73	664	95.7	4.9e-07	37.5	4.3	1968-2631	2-73	2	95.49611996795689
0	PF14756.5	Pdase_C33_assoc, Peptidase_C33-associated domain	YP_009214659.1	4054	667	734	95.6	90.3	96.4	plus_ssRNA	Nidovirales	Arteriviridae	Viruses, ssRNA viruses, ssRNA positive-strand viruses, no DNA stage, Nidovirales, Arteriviridae, Rat arterivirus 1	147	3.1	4054	90.3	6.8e-06	52.8	4.3	1-4054	46-125	525	95.6	3.1e-07	52.8	4.2	532-1056	48-125	2	95.65521759654368
0	PF15518.5	L_protein_N, L protein N-terminus	YP_009237277.1	2272	101	170	96	90.8	96.2	minus_ssRNA	Bunyavirales	Fimoviridae	Viruses, ssRNA viruses, ssRNA negative-strand viruses, Bunyavirales, Fimoviridae, Emaravirus, High Plains wheat mosaic emaravirus	103	5.9	2272	90.8	7.2e-06	46.7	4.6	1-2272	20-95	300	96.0	2.6e-07	45.6	4.6	1-300	20-95	3	96.25328920553389
0	PF15518.5	L_protein_N, L protein N-terminus	NP_620752.1	2878	89	196	95.1	82.3	95.1	minus_ssRNA	Bunyavirales	Tospoviridae	Viruses, ssRNA viruses, ssRNA negative-strand viruses, Bunyavirales, Tospoviridae, Orthotospovirus, Watermelon silver mottle orthotospovirus	103	5.9	2878	82.3	2.9e-05	43.5	3.5	1-2878	19-102	300	95.1	5.8e-07	43.7	3.5	1-300	18-102	3	94.96843970296963
0	PF15518.5	L_protein_N, L protein N-terminus	YP_009162642.1	2874	101	200	95.3	84.1	95.3	minus_ssRNA	Bunyavirales	Tospoviridae	Viruses, ssRNA viruses, ssRNA negative-strand viruses, Bunyavirales, Tospoviridae, Orthotospovirus, Chrysanthemum stem necrosis virus	103	5.9	2874	84.1	2.6e-05	43.9	4.0	1-2874	27-102	300	95.3	5.5e-07	43.8	4.0	1-300	27-102	3	95.31382495765347
0	PF15518.5	L_protein_N, L protein N-terminus	YP_009259252.1	2885	89	196	95.8	87	95.8	minus_ssRNA	Bunyavirales	Tospoviridae	Viruses, ssRNA viruses, ssRNA negative-strand viruses, Bunyavirales, Tospoviridae, Orthotospovirus, Tospovirus kiwifruit/YXW/2014	103	5.9	2885	87.0	1e-05	46.6	2.8	1-2885	18-101	300	95.8	1.7e-07	46.7	2.8	1-300	18-102	3	95.78787434365509
0	PF15518.5	L_protein_N, L protein N-terminus	YP_009316178.1	2876	100	200	95.6	85.9	95.6	minus_ssRNA	Bunyavirales	Tospoviridae	Viruses, ssRNA viruses, ssRNA negative-strand viruses, Bunyavirales, Tospoviridae, Orthotospovirus, Zucchini lethal chlorosis virus	103	5.9	2876	85.9	1.6e-05	45.2	3.5	1-2876	26-102	300	95.6	3e-07	45.2	3.6	1-300	26-102	3	95.58058659518699
0	PF15518.5	L_protein_N, L protein N-terminus	YP_009449454.1	2883	88	195	95.9	86.2	95.9	minus_ssRNA	Bunyavirales	Tospoviridae	Viruses, ssRNA viruses, ssRNA negative-strand viruses, Bunyavirales, Tospoviridae, Orthotospovirus, Calla lily chlorotic spot virus	103	5.9	2883	86.2	1.3e-05	46.0	2.9	1-2883	18-101	300	95.9	1.6e-07	46.8	2.9	1-300	17-101	3	95.64212523175468
0	PF15663.4	zf-CCCH_3, Zinc-finger containing family	YP_009052475.1	8108	1387	1456	96.4	93.4	98	plus_ssRNA	Nidovirales	Coronaviridae	Viruses, ssRNA viruses, ssRNA positive-strand viruses, no DNA stage, Nidovirales, Coronaviridae, Torovirinae, Ball python nidovirus 1	110	9.8	8108	93.4	8.2e-07	54.3	1.5	1-8108	4-56	2338	96.4	2.9e-08	57.3	1.5	1-2338	4-56	2	95.84767475411361
0	PF15663.4	zf-CCCH_3, Zinc-finger containing family	YP_009052476.1	5803	1387	1456	96.5	94.6	98	plus_ssRNA	Nidovirales	Coronaviridae	Viruses, ssRNA viruses, ssRNA positive-strand viruses, no DNA stage, Nidovirales, Coronaviridae, Torovirinae, Ball python nidovirus 1	110	9.8	5803	94.6	3.6e-07	55.1	1.6	1-5803	4-56	2338	96.5	2.9e-08	57.3	1.6	1-2338	4-56	2	96.05220600090823
0	PF15663.4	zf-CCCH_3, Zinc-finger containing family	YP_009408168.1	7861	1050	1122	96.8	91.2	97.7	plus_ssRNA	Nidovirales	unclassified	Viruses, ssRNA viruses, ssRNA positive-strand viruses, no DNA stage, Nidovirales, unclassified Nidovirales, Morelia viridis nidovirus	110	9.8	7861	91.2	2e-06	51.5	1.2	1-7861	3-55	1133	96.8	1.1e-08	55.4	1.2	908-2040	3-28	2	96.09859567390048
0	PF15663.4	zf-CCCH_3, Zinc-finger containing family	YP_009408169.1	5555	1050	1122	96.7	93	97.7	plus_ssRNA	Nidovirales	unclassified	Viruses, ssRNA viruses, ssRNA positive-strand viruses, no DNA stage, Nidovirales, unclassified Nidovirales, Morelia viridis nidovirus	110	9.8	5555	93.0	8.9e-07	52.2	1.1	1-5555	3-55	300	96.7	1.9e-08	46.1	1.9	901-1200	33-89	4	97.42773201281597
